Dags,Konnun,Flokkur,Fylgi
31.12.2013,Capacent,Aðrir flokkar,"2,5"
31.01.2014,Capacent,Aðrir flokkar,"2,1"
31.05.2004,Capacent,Hægri grænir,
30.06.2004,Capacent,Hægri grænir,
31.07.2004,Capacent,Hægri grænir,
31.08.2004,Capacent,Hægri grænir,
30.09.2004,Capacent,Hægri grænir,
31.10.2004,Capacent,Hægri grænir,
30.11.2004,Capacent,Hægri grænir,
31.12.2004,Capacent,Hægri grænir,
31.01.2005,Capacent,Hægri grænir,
28.02.2005,Capacent,Hægri grænir,
31.03.2005,Capacent,Hægri grænir,
30.04.2005,Capacent,Hægri grænir,
31.05.2005,Capacent,Hægri grænir,
30.06.2005,Capacent,Hægri grænir,
31.07.2005,Capacent,Hægri grænir,
31.08.2005,Capacent,Hægri grænir,
30.09.2005,Capacent,Hægri grænir,
31.10.2005,Capacent,Hægri grænir,
30.11.2005,Capacent,Hægri grænir,
31.12.2005,Capacent,Hægri grænir,
31.01.2006,Capacent,Hægri grænir,
28.02.2006,Capacent,Hægri grænir,
31.03.2006,Capacent,Hægri grænir,
30.04.2006,Capacent,Hægri grænir,
31.05.2006,Capacent,Hægri grænir,
30.06.2006,Capacent,Hægri grænir,
31.07.2006,Capacent,Hægri grænir,
31.08.2006,Capacent,Hægri grænir,
30.09.2006,Capacent,Hægri grænir,
31.10.2006,Capacent,Hægri grænir,
30.11.2006,Capacent,Hægri grænir,
31.12.2006,Capacent,Hægri grænir,
31.01.2007,Capacent,Hægri grænir,
28.02.2007,Capacent,Hægri grænir,
31.03.2007,Capacent,Hægri grænir,
30.04.2007,Capacent,Hægri grænir,
31.05.2007,Capacent,Hægri grænir,
30.06.2007,Capacent,Hægri grænir,
31.07.2007,Capacent,Hægri grænir,
31.08.2007,Capacent,Hægri grænir,
30.09.2007,Capacent,Hægri grænir,
31.10.2007,Capacent,Hægri grænir,
30.11.2007,Capacent,Hægri grænir,
31.12.2007,Capacent,Hægri grænir,
31.01.2008,Capacent,Hægri grænir,
29.02.2008,Capacent,Hægri grænir,
31.03.2008,Capacent,Hægri grænir,
30.04.2008,Capacent,Hægri grænir,
31.05.2008,Capacent,Hægri grænir,
30.06.2008,Capacent,Hægri grænir,
31.07.2008,Capacent,Hægri grænir,
31.08.2008,Capacent,Hægri grænir,
30.09.2008,Capacent,Hægri grænir,
31.10.2008,Capacent,Hægri grænir,
30.11.2008,Capacent,Hægri grænir,
31.12.2008,Capacent,Hægri grænir,
31.01.2009,Capacent,Hægri grænir,
28.02.2009,Capacent,Hægri grænir,
31.03.2009,Capacent,Hægri grænir,
30.04.2009,Capacent,Hægri grænir,
31.05.2009,Capacent,Hægri grænir,
30.06.2009,Capacent,Hægri grænir,
31.07.2009,Capacent,Hægri grænir,
31.08.2009,Capacent,Hægri grænir,
30.09.2009,Capacent,Hægri grænir,
31.10.2009,Capacent,Hægri grænir,
30.11.2009,Capacent,Hægri grænir,
31.12.2009,Capacent,Hægri grænir,
31.01.2010,Capacent,Hægri grænir,
28.02.2010,Capacent,Hægri grænir,
31.03.2010,Capacent,Hægri grænir,
30.04.2010,Capacent,Hægri grænir,
31.05.2010,Capacent,Hægri grænir,
30.06.2010,Capacent,Hægri grænir,
31.07.2010,Capacent,Hægri grænir,
31.08.2010,Capacent,Hægri grænir,
30.09.2010,Capacent,Hægri grænir,
31.10.2010,Capacent,Hægri grænir,
30.11.2010,Capacent,Hægri grænir,
31.12.2010,Capacent,Hægri grænir,
31.01.2011,Capacent,Hægri grænir,
28.02.2011,Capacent,Hægri grænir,
31.03.2011,Capacent,Hægri grænir,
30.04.2011,Capacent,Hægri grænir,
31.05.2011,Capacent,Hægri grænir,
30.06.2011,Capacent,Hægri grænir,
31.07.2011,Capacent,Hægri grænir,
31.08.2011,Capacent,Hægri grænir,
30.09.2011,Capacent,Hægri grænir,
31.10.2011,Capacent,Hægri grænir,
30.11.2011,Capacent,Hægri grænir,
31.12.2011,Capacent,Hægri grænir,
31.01.2012,Capacent,Hægri grænir,
29.02.2012,Capacent,Hægri grænir,"0,5"
31.03.2012,Capacent,Hægri grænir,"0,9"
30.04.2012,Capacent,Hægri grænir,"1,6"
31.05.2012,Capacent,Hægri grænir,"3,9"
30.06.2012,Capacent,Hægri grænir,"3,6"
31.07.2012,Capacent,Hægri grænir,"3,1"
31.08.2012,Capacent,Hægri grænir,3
30.09.2012,Capacent,Hægri grænir,"4,4"
31.10.2012,Capacent,Hægri grænir,"3,8"
30.11.2012,Capacent,Hægri grænir,"3,3"
31.12.2012,Capacent,Hægri grænir,"2,6"
31.01.2013,Capacent,Hægri grænir,"2,5"
28.02.2013,Capacent,Hægri grænir,"3,2"
14.03.2013,Capacent,Hægri grænir,"2,8"
02.04.2013,Capacent,Hægri grænir,"2,1"
11.04.2013,Capacent,Hægri grænir,"2,7"
18.04.2013,Capacent,Hægri grænir,"1,2"
26.04.2013,Capacent,Hægri grænir,"2,6"
31.05.2013,Capacent,Hægri grænir,"1,6"
30.06.2013,Capacent,Hægri grænir,"1,3"
31.07.2013,Capacent,Hægri grænir,"1,4"
31.08.2013,Capacent,Hægri grænir,1
30.09.2013,Capacent,Hægri grænir,"1,6"
31.10.2013,Capacent,Hægri grænir,"1,2"
30.11.2013,Capacent,Hægri grænir,1
31.12.2013,Capacent,Hægri grænir,"0,8"
31.01.2014,Capacent,Hægri grænir,"0,9"
31.05.2004,Capacent,Dögun,
30.06.2004,Capacent,Dögun,
31.07.2004,Capacent,Dögun,
31.08.2004,Capacent,Dögun,
30.09.2004,Capacent,Dögun,
31.10.2004,Capacent,Dögun,
30.11.2004,Capacent,Dögun,
31.12.2004,Capacent,Dögun,
31.01.2005,Capacent,Dögun,
28.02.2005,Capacent,Dögun,
31.03.2005,Capacent,Dögun,
30.04.2005,Capacent,Dögun,
31.05.2005,Capacent,Dögun,
30.06.2005,Capacent,Dögun,
31.07.2005,Capacent,Dögun,
31.08.2005,Capacent,Dögun,
30.09.2005,Capacent,Dögun,
31.10.2005,Capacent,Dögun,
30.11.2005,Capacent,Dögun,
31.12.2005,Capacent,Dögun,
31.01.2006,Capacent,Dögun,
28.02.2006,Capacent,Dögun,
31.03.2006,Capacent,Dögun,
30.04.2006,Capacent,Dögun,
31.05.2006,Capacent,Dögun,
30.06.2006,Capacent,Dögun,
31.07.2006,Capacent,Dögun,
31.08.2006,Capacent,Dögun,
30.09.2006,Capacent,Dögun,
31.10.2006,Capacent,Dögun,
30.11.2006,Capacent,Dögun,
31.12.2006,Capacent,Dögun,
31.01.2007,Capacent,Dögun,
28.02.2007,Capacent,Dögun,
31.03.2007,Capacent,Dögun,
30.04.2007,Capacent,Dögun,
31.05.2007,Capacent,Dögun,
30.06.2007,Capacent,Dögun,
31.07.2007,Capacent,Dögun,
31.08.2007,Capacent,Dögun,
30.09.2007,Capacent,Dögun,
31.10.2007,Capacent,Dögun,
30.11.2007,Capacent,Dögun,
31.12.2007,Capacent,Dögun,
31.01.2008,Capacent,Dögun,
29.02.2008,Capacent,Dögun,
31.03.2008,Capacent,Dögun,
30.04.2008,Capacent,Dögun,
31.05.2008,Capacent,Dögun,
30.06.2008,Capacent,Dögun,
31.07.2008,Capacent,Dögun,
31.08.2008,Capacent,Dögun,
30.09.2008,Capacent,Dögun,
31.10.2008,Capacent,Dögun,
30.11.2008,Capacent,Dögun,
31.12.2008,Capacent,Dögun,
31.01.2009,Capacent,Dögun,
28.02.2009,Capacent,Dögun,
31.03.2009,Capacent,Dögun,
30.04.2009,Capacent,Dögun,
31.05.2009,Capacent,Dögun,
30.06.2009,Capacent,Dögun,
31.07.2009,Capacent,Dögun,
31.08.2009,Capacent,Dögun,
30.09.2009,Capacent,Dögun,
31.10.2009,Capacent,Dögun,
30.11.2009,Capacent,Dögun,
31.12.2009,Capacent,Dögun,
31.01.2010,Capacent,Dögun,
28.02.2010,Capacent,Dögun,
31.03.2010,Capacent,Dögun,
30.04.2010,Capacent,Dögun,
31.05.2010,Capacent,Dögun,
30.06.2010,Capacent,Dögun,
31.07.2010,Capacent,Dögun,
31.08.2010,Capacent,Dögun,
30.09.2010,Capacent,Dögun,
31.10.2010,Capacent,Dögun,
30.11.2010,Capacent,Dögun,
31.12.2010,Capacent,Dögun,
31.01.2011,Capacent,Dögun,
28.02.2011,Capacent,Dögun,
31.03.2011,Capacent,Dögun,
30.04.2011,Capacent,Dögun,
31.05.2011,Capacent,Dögun,
30.06.2011,Capacent,Dögun,
31.07.2011,Capacent,Dögun,
31.08.2011,Capacent,Dögun,
30.09.2011,Capacent,Dögun,
31.10.2011,Capacent,Dögun,
30.11.2011,Capacent,Dögun,
31.12.2011,Capacent,Dögun,
31.01.2012,Capacent,Dögun,
29.02.2012,Capacent,Dögun,"0,5"
31.03.2012,Capacent,Dögun,"1,3"
30.04.2012,Capacent,Dögun,"1,5"
31.05.2012,Capacent,Dögun,"1,4"
30.06.2012,Capacent,Dögun,"0,9"
31.07.2012,Capacent,Dögun,"1,3"
31.08.2012,Capacent,Dögun,"0,9"
30.09.2012,Capacent,Dögun,"0,8"
31.10.2012,Capacent,Dögun,"1,7"
30.11.2012,Capacent,Dögun,2
31.12.2012,Capacent,Dögun,3
31.01.2013,Capacent,Dögun,"2,2"
28.02.2013,Capacent,Dögun,"1,3"
14.03.2013,Capacent,Dögun,"0,7"
02.04.2013,Capacent,Dögun,"1,5"
11.04.2013,Capacent,Dögun,"2,5"
18.04.2013,Capacent,Dögun,3
26.04.2013,Capacent,Dögun,"2,6"
31.05.2013,Capacent,Dögun,"2,8"
30.06.2013,Capacent,Dögun,"2,3"
31.07.2013,Capacent,Dögun,"1,9"
31.08.2013,Capacent,Dögun,"1,7"
30.09.2013,Capacent,Dögun,"1,9"
31.10.2013,Capacent,Dögun,"2,2"
30.11.2013,Capacent,Dögun,"1,8"
31.12.2013,Capacent,Dögun,"1,7"
31.01.2014,Capacent,Dögun,"1,1"
31.05.2004,Capacent,Píratar,
30.06.2004,Capacent,Píratar,
31.07.2004,Capacent,Píratar,
31.08.2004,Capacent,Píratar,
30.09.2004,Capacent,Píratar,
31.10.2004,Capacent,Píratar,
30.11.2004,Capacent,Píratar,
31.12.2004,Capacent,Píratar,
31.01.2005,Capacent,Píratar,
28.02.2005,Capacent,Píratar,
31.03.2005,Capacent,Píratar,
30.04.2005,Capacent,Píratar,
31.05.2005,Capacent,Píratar,
30.06.2005,Capacent,Píratar,
31.07.2005,Capacent,Píratar,
31.08.2005,Capacent,Píratar,
30.09.2005,Capacent,Píratar,
31.10.2005,Capacent,Píratar,
30.11.2005,Capacent,Píratar,
31.12.2005,Capacent,Píratar,
31.01.2006,Capacent,Píratar,
28.02.2006,Capacent,Píratar,
31.03.2006,Capacent,Píratar,
30.04.2006,Capacent,Píratar,
31.05.2006,Capacent,Píratar,
30.06.2006,Capacent,Píratar,
31.07.2006,Capacent,Píratar,
31.08.2006,Capacent,Píratar,
30.09.2006,Capacent,Píratar,
31.10.2006,Capacent,Píratar,
30.11.2006,Capacent,Píratar,
31.12.2006,Capacent,Píratar,
31.01.2007,Capacent,Píratar,
28.02.2007,Capacent,Píratar,
31.03.2007,Capacent,Píratar,
30.04.2007,Capacent,Píratar,
31.05.2007,Capacent,Píratar,
30.06.2007,Capacent,Píratar,
31.07.2007,Capacent,Píratar,
31.08.2007,Capacent,Píratar,
30.09.2007,Capacent,Píratar,
31.10.2007,Capacent,Píratar,
30.11.2007,Capacent,Píratar,
31.12.2007,Capacent,Píratar,
31.01.2008,Capacent,Píratar,
29.02.2008,Capacent,Píratar,
31.03.2008,Capacent,Píratar,
30.04.2008,Capacent,Píratar,
31.05.2008,Capacent,Píratar,
30.06.2008,Capacent,Píratar,
31.07.2008,Capacent,Píratar,
31.08.2008,Capacent,Píratar,
30.09.2008,Capacent,Píratar,
31.10.2008,Capacent,Píratar,
30.11.2008,Capacent,Píratar,
31.12.2008,Capacent,Píratar,
31.01.2009,Capacent,Píratar,
28.02.2009,Capacent,Píratar,
31.03.2009,Capacent,Píratar,
30.04.2009,Capacent,Píratar,
31.05.2009,Capacent,Píratar,
30.06.2009,Capacent,Píratar,
31.07.2009,Capacent,Píratar,
31.08.2009,Capacent,Píratar,
30.09.2009,Capacent,Píratar,
31.10.2009,Capacent,Píratar,
30.11.2009,Capacent,Píratar,
31.12.2009,Capacent,Píratar,
31.01.2010,Capacent,Píratar,
28.02.2010,Capacent,Píratar,
31.03.2010,Capacent,Píratar,
30.04.2010,Capacent,Píratar,
31.05.2010,Capacent,Píratar,
30.06.2010,Capacent,Píratar,
31.07.2010,Capacent,Píratar,
31.08.2010,Capacent,Píratar,
30.09.2010,Capacent,Píratar,
31.10.2010,Capacent,Píratar,
30.11.2010,Capacent,Píratar,
31.12.2010,Capacent,Píratar,
31.01.2011,Capacent,Píratar,
28.02.2011,Capacent,Píratar,
31.03.2011,Capacent,Píratar,
30.04.2011,Capacent,Píratar,
31.05.2011,Capacent,Píratar,
30.06.2011,Capacent,Píratar,
31.07.2011,Capacent,Píratar,
31.08.2011,Capacent,Píratar,
30.09.2011,Capacent,Píratar,
31.10.2011,Capacent,Píratar,
30.11.2011,Capacent,Píratar,
31.12.2011,Capacent,Píratar,
31.01.2012,Capacent,Píratar,
29.02.2012,Capacent,Píratar,
31.03.2012,Capacent,Píratar,
30.04.2012,Capacent,Píratar,
31.05.2012,Capacent,Píratar,
30.06.2012,Capacent,Píratar,
31.07.2012,Capacent,Píratar,
31.08.2012,Capacent,Píratar,
30.09.2012,Capacent,Píratar,
31.10.2012,Capacent,Píratar,
30.11.2012,Capacent,Píratar,"0,4"
31.12.2012,Capacent,Píratar,"2,5"
31.01.2013,Capacent,Píratar,"2,1"
28.02.2013,Capacent,Píratar,"2,3"
14.03.2013,Capacent,Píratar,"3,8"
02.04.2013,Capacent,Píratar,"4,4"
11.04.2013,Capacent,Píratar,"6,6"
18.04.2013,Capacent,Píratar,"8,4"
26.04.2013,Capacent,Píratar,"6,1"
31.05.2013,Capacent,Píratar,"5,9"
30.06.2013,Capacent,Píratar,"6,8"
31.07.2013,Capacent,Píratar,"9,2"
31.08.2013,Capacent,Píratar,"7,8"
30.09.2013,Capacent,Píratar,"6,8"
31.10.2013,Capacent,Píratar,"8,2"
30.11.2013,Capacent,Píratar,"8,5"
31.12.2013,Capacent,Píratar,"10,7"
31.01.2014,Capacent,Píratar,"8,1"
31.05.2004,Capacent,Lýðræðisvaktin,
30.06.2004,Capacent,Lýðræðisvaktin,
31.07.2004,Capacent,Lýðræðisvaktin,
31.08.2004,Capacent,Lýðræðisvaktin,
30.09.2004,Capacent,Lýðræðisvaktin,
31.10.2004,Capacent,Lýðræðisvaktin,
30.11.2004,Capacent,Lýðræðisvaktin,
31.12.2004,Capacent,Lýðræðisvaktin,
31.01.2005,Capacent,Lýðræðisvaktin,
28.02.2005,Capacent,Lýðræðisvaktin,
31.03.2005,Capacent,Lýðræðisvaktin,
30.04.2005,Capacent,Lýðræðisvaktin,
31.05.2005,Capacent,Lýðræðisvaktin,
30.06.2005,Capacent,Lýðræðisvaktin,
31.07.2005,Capacent,Lýðræðisvaktin,
31.08.2005,Capacent,Lýðræðisvaktin,
30.09.2005,Capacent,Lýðræðisvaktin,
31.10.2005,Capacent,Lýðræðisvaktin,
30.11.2005,Capacent,Lýðræðisvaktin,
31.12.2005,Capacent,Lýðræðisvaktin,
31.01.2006,Capacent,Lýðræðisvaktin,
28.02.2006,Capacent,Lýðræðisvaktin,
31.03.2006,Capacent,Lýðræðisvaktin,
30.04.2006,Capacent,Lýðræðisvaktin,
31.05.2006,Capacent,Lýðræðisvaktin,
30.06.2006,Capacent,Lýðræðisvaktin,
31.07.2006,Capacent,Lýðræðisvaktin,
31.08.2006,Capacent,Lýðræðisvaktin,
30.09.2006,Capacent,Lýðræðisvaktin,
31.10.2006,Capacent,Lýðræðisvaktin,
30.11.2006,Capacent,Lýðræðisvaktin,
31.12.2006,Capacent,Lýðræðisvaktin,
31.01.2007,Capacent,Lýðræðisvaktin,
28.02.2007,Capacent,Lýðræðisvaktin,
31.03.2007,Capacent,Lýðræðisvaktin,
30.04.2007,Capacent,Lýðræðisvaktin,
31.05.2007,Capacent,Lýðræðisvaktin,
30.06.2007,Capacent,Lýðræðisvaktin,
31.07.2007,Capacent,Lýðræðisvaktin,
31.08.2007,Capacent,Lýðræðisvaktin,
30.09.2007,Capacent,Lýðræðisvaktin,
31.10.2007,Capacent,Lýðræðisvaktin,
30.11.2007,Capacent,Lýðræðisvaktin,
31.12.2007,Capacent,Lýðræðisvaktin,
31.01.2008,Capacent,Lýðræðisvaktin,
29.02.2008,Capacent,Lýðræðisvaktin,
31.03.2008,Capacent,Lýðræðisvaktin,
30.04.2008,Capacent,Lýðræðisvaktin,
31.05.2008,Capacent,Lýðræðisvaktin,
30.06.2008,Capacent,Lýðræðisvaktin,
31.07.2008,Capacent,Lýðræðisvaktin,
31.08.2008,Capacent,Lýðræðisvaktin,
30.09.2008,Capacent,Lýðræðisvaktin,
31.10.2008,Capacent,Lýðræðisvaktin,
30.11.2008,Capacent,Lýðræðisvaktin,
31.12.2008,Capacent,Lýðræðisvaktin,
31.01.2009,Capacent,Lýðræðisvaktin,
28.02.2009,Capacent,Lýðræðisvaktin,
31.03.2009,Capacent,Lýðræðisvaktin,
30.04.2009,Capacent,Lýðræðisvaktin,
31.05.2009,Capacent,Lýðræðisvaktin,
30.06.2009,Capacent,Lýðræðisvaktin,
31.07.2009,Capacent,Lýðræðisvaktin,
31.08.2009,Capacent,Lýðræðisvaktin,
30.09.2009,Capacent,Lýðræðisvaktin,
31.10.2009,Capacent,Lýðræðisvaktin,
30.11.2009,Capacent,Lýðræðisvaktin,
31.12.2009,Capacent,Lýðræðisvaktin,
31.01.2010,Capacent,Lýðræðisvaktin,
28.02.2010,Capacent,Lýðræðisvaktin,
31.03.2010,Capacent,Lýðræðisvaktin,
30.04.2010,Capacent,Lýðræðisvaktin,
31.05.2010,Capacent,Lýðræðisvaktin,
30.06.2010,Capacent,Lýðræðisvaktin,
31.07.2010,Capacent,Lýðræðisvaktin,
31.08.2010,Capacent,Lýðræðisvaktin,
30.09.2010,Capacent,Lýðræðisvaktin,
31.10.2010,Capacent,Lýðræðisvaktin,
30.11.2010,Capacent,Lýðræðisvaktin,
31.12.2010,Capacent,Lýðræðisvaktin,
31.01.2011,Capacent,Lýðræðisvaktin,
28.02.2011,Capacent,Lýðræðisvaktin,
31.03.2011,Capacent,Lýðræðisvaktin,
30.04.2011,Capacent,Lýðræðisvaktin,
31.05.2011,Capacent,Lýðræðisvaktin,
30.06.2011,Capacent,Lýðræðisvaktin,
31.07.2011,Capacent,Lýðræðisvaktin,
31.08.2011,Capacent,Lýðræðisvaktin,
30.09.2011,Capacent,Lýðræðisvaktin,
31.10.2011,Capacent,Lýðræðisvaktin,
30.11.2011,Capacent,Lýðræðisvaktin,
31.12.2011,Capacent,Lýðræðisvaktin,
31.01.2012,Capacent,Lýðræðisvaktin,
29.02.2012,Capacent,Lýðræðisvaktin,
31.03.2012,Capacent,Lýðræðisvaktin,
30.04.2012,Capacent,Lýðræðisvaktin,
31.05.2012,Capacent,Lýðræðisvaktin,
30.06.2012,Capacent,Lýðræðisvaktin,
31.07.2012,Capacent,Lýðræðisvaktin,
31.08.2012,Capacent,Lýðræðisvaktin,
30.09.2012,Capacent,Lýðræðisvaktin,
31.10.2012,Capacent,Lýðræðisvaktin,
30.11.2012,Capacent,Lýðræðisvaktin,
31.12.2012,Capacent,Lýðræðisvaktin,
31.01.2013,Capacent,Lýðræðisvaktin,
28.02.2013,Capacent,Lýðræðisvaktin,"0,9"
14.03.2013,Capacent,Lýðræðisvaktin,"3,3"
02.04.2013,Capacent,Lýðræðisvaktin,"3,1"
11.04.2013,Capacent,Lýðræðisvaktin,"3,7"
18.04.2013,Capacent,Lýðræðisvaktin,"2,6"
26.04.2013,Capacent,Lýðræðisvaktin,"2,8"
31.05.2013,Capacent,Lýðræðisvaktin,"1,9"
30.06.2013,Capacent,Lýðræðisvaktin,"1,4"
31.07.2013,Capacent,Lýðræðisvaktin,"1,4"
31.08.2013,Capacent,Lýðræðisvaktin,"1,7"
30.09.2013,Capacent,Lýðræðisvaktin,"1,6"
31.10.2013,Capacent,Lýðræðisvaktin,"1,7"
30.11.2013,Capacent,Lýðræðisvaktin,1
31.12.2013,Capacent,Lýðræðisvaktin,"1,2"
31.01.2014,Capacent,Lýðræðisvaktin,"0,7"
